visitorid,itemid,transactionid
582933,45175,14598
582933,459149,2397
582933,66480,11231
583003,245985,13635
583003,363030,13635
583089,23054,9844
583425,136745,7529
583525,193518,5394
583525,217605,5394
583827,421063,16437
583892,446730,16920
584015,153778,7768
584224,280058,10176
584257,134484,12012
584940,401101,3217
585036,117314,12562
585358,256053,11926
585363,359844,10311
585372,219181,1458
585580,279457,16051
585885,247396,10831
586012,446522,15014
586187,71530,10397
586427,150700,2591
586427,192653,2591
586427,451589,2591
586427,7804,2591
586700,280946,6765
586748,88037,6293
586748,88037,7583
586756,440917,10942
586891,235902,8590
587126,440937,2151
587126,461976,2151
587651,369447,4020
587663,428257,16439
587734,160441,7960
587802,47324,15465
587802,84822,1117
587802,84822,9607
588087,111530,10175
588181,396445,15616
588445,307564,12019
588483,225750,17031
588490,140187,12524
588490,306266,12524
588612,436400,10875
588703,319900,17159
588708,361956,2611
588708,48744,11987
588708,48744,11987
588753,375738,8991
588949,40140,5889
589227,76196,13597
589376,369093,13885
589789,217840,2733
590095,340749,13086
590225,315387,5585
590239,436219,2303
590241,309778,1505
590308,11768,16587
590602,337788,7060
590670,348938,15704
590931,73200,7717
591006,366400,5128
591430,333025,14163
591631,322666,12166
591869,134727,2708
591869,134727,2708
591869,227781,12345
591869,247601,6164
591869,249823,14405
591869,334094,7801
591869,340808,3294
591869,384506,6
591869,434814,8268
591869,461325,6941
591906,436694,13314
591906,97836,13314
592164,107778,2026
592247,332018,10472
592247,332018,9045
592317,388858,1537
592330,292538,4640
592348,199348,11033
592385,201882,16913
592555,48030,12434
592787,137440,14494
592787,205768,14494
592787,339411,1657
592787,390199,1657
592787,418301,14494
592787,421884,1657
592787,89001,14494
592787,90230,14494
592916,354511,3255
592953,307428,4963
592998,379294,8132
593595,360922,11021
593775,227331,729
593905,14520,1423
593905,14520,16209
593905,334920,1423
593905,334920,15344
593905,425662,1423
593905,425662,16209
593964,140661,15034
593964,328370,15034
594085,176484,4918
594242,407078,15650
594399,336855,15773
594511,138758,4739
594603,358895,15981
594746,210087,11310
594852,447215,7735
594935,83663,13695
595159,416017,11066
595321,322666,10019
595388,196366,4083
595454,459659,6992
595595,329311,3637
595640,248455,13628
595640,248455,15764
595640,248455,16574
595640,396281,268
595640,99187,268
595826,441852,10199
595826,84310,10199
595844,337198,5285
595900,407952,16116
595913,334457,3467
595957,248455,4998
596140,123212,2845
596232,423043,9229
596234,461891,4708
596542,121895,11454
596591,74025,12293
596611,162745,8921
596627,319515,12502
596678,400093,6745
596737,206141,1218
596853,405493,4715
596876,60323,13816
597070,288525,17405
597161,365784,6631
597366,134786,3732
597416,259227,10854
597416,259227,3322
597443,189274,6242
597521,110720,16127
597784,296048,6684
597784,394441,6684
597784,42124,6684
597906,279457,7335
597930,146364,14495
597988,364750,1105
598009,57702,10932
598077,49813,8204
598107,455938,804
598282,272259,13184
598404,279719,15088
598451,249504,6038
598467,308283,505
598472,70575,6815
598494,369767,4845
598497,277609,10533
598609,234299,16319
598812,44712,1834
598996,463509,15815
599222,178274,8374
599453,139522,7939
599528,356475,4000
599574,442159,13758
599599,377525,5073
599633,316183,9012
599832,205648,9796
599832,212025,9796
599864,280946,7600
599877,42146,12753
599943,72958,265
600025,220202,1321
600100,277749,584
600337,358906,4967
600339,118914,4819
600485,294325,1031
600511,58638,13757
600589,274435,7446
600589,369447,7446
600589,41351,7446
600721,130815,5626
600815,106110,4302
600815,124093,4302
600815,154405,4302
600815,67632,14898
601615,141328,3216
601768,142240,7226
601768,171375,7226
601768,182533,7226
601768,201816,7226
601768,288525,7226
601768,293139,7226
601768,372188,7226
601768,451023,7226
601768,463052,7226
602003,161703,14414
602027,239514,11633
602171,256344,3796
602354,94521,3001
602451,95336,1071
602510,181948,5839
602545,266900,1427
602688,231482,1057
602801,8833,12158
602822,386102,6218
602875,77647,3314
602886,172068,10052
602886,461686,10052
603011,389838,2481
603228,104342,10189
603616,128296,7062
603616,409804,6614
603635,325419,6716
603702,46156,7587
603936,345156,9063
603999,461686,11588
604058,249881,6629
604144,311200,3285
604376,176379,2356
604403,14671,17147
604740,250643,5944
604740,3146,5944
604938,230616,15443
605013,141090,13789
605013,141090,1481
605095,312728,7363
605245,376834,9062
605517,144535,12461
605832,7943,5551
606060,220513,16074
606091,75764,8586
606184,362606,10827
606226,123015,9066
606226,270492,9066
606338,57275,9991
606605,187549,1305
606755,397865,2118
607090,397573,13670
607106,260194,12392
607285,139243,8056
607434,211581,222
607518,450237,711
607534,299222,10105
607916,155214,13981
608098,59122,14351
608218,246997,2857
608240,395225,11210
608513,251396,8580
608567,248455,14821
608628,185598,11956
608628,57245,12043
608773,374938,6761
608808,379697,5582
608808,74786,5582
608844,272649,1498
608844,272732,1498
608844,281480,1498
608844,51483,1498
608855,172470,3258
609009,32581,12919
609009,461686,12919
609294,250019,4037
609642,438428,7818
609895,336506,480
609895,77189,480
609963,138017,14244
609963,330481,14244
610105,234215,9704
610115,17478,5201
610182,405694,4071
610403,168386,6958
610418,322577,2673
610683,116380,1570
610819,352115,13176
610841,13398,16178
610841,251751,16178
610841,278100,15053
610841,372442,14842
610859,81453,4723
611155,338721,6900
611362,196404,16418
611369,124583,15748
611484,55955,12968
611548,442837,9914
611754,210087,3062
611804,16344,14585
611804,285154,14585
611804,422376,14585
611993,206968,1289
611993,301448,1289
612386,95426,7328
612711,50671,16020
612918,324071,1502
613066,220003,3761
613066,319900,3761
613384,124081,8031
613384,320409,8031
613384,461686,8031
613507,268883,2097
613539,72863,15400
613579,221317,4393
613618,38175,9880
613701,461538,12177
613825,187602,15680
613825,248127,15680
614077,312776,11011
614077,320130,11011
614685,70548,12213
614785,449559,13101
614943,243875,16326
614999,343618,16434
615132,128239,14449
615132,155485,11877
615132,162745,2424
615132,168927,8603
615132,19545,2868
615132,363044,12835
615132,389682,14185
615132,427777,13956
615132,446476,12062
615132,461614,4186
615132,78729,8797
615250,313007,921
615473,358895,3739
615486,47940,1788
615486,47940,9854
615631,448601,8255
615910,139207,9478
615913,200625,3458
615931,370037,12490
616066,281544,12291
616066,86391,2004
616081,198376,16435
616081,379816,16435
616466,446730,16164
616521,432478,13226
616565,263692,14601
616565,287526,14601
616794,374178,16978
616796,96269,13843
617101,245852,6486
617101,306086,6486
617101,320130,9993
617191,36701,5535
617584,443188,6347
617591,376283,566
617700,110354,17116
617700,155589,17116
617700,323641,17116
617793,401122,13057
617793,417621,13057
617793,429846,13057
617872,380212,16827
617963,447215,7816
618031,277943,5464
618195,50377,1475
618259,331980,11074
618368,411482,3890
618705,135770,2065
618705,152195,4590
618705,339975,2065
618840,280342,4234
618840,31055,4234
619012,308903,7330
619012,45895,7330
619227,147026,14602
619488,216768,14690
619488,245852,14690
619657,2660,5841
619835,110115,6058
619835,222393,6058
619835,318746,6058
619835,391031,6058
619835,74511,6058
619893,180097,7660
620240,188619,4531
620240,347105,4531
620292,397300,7794
620292,452661,5280
620297,232406,1035
620297,412981,1035
620451,263258,12998
620989,331725,7181
620993,335133,10169
621030,119267,6381
621195,121166,7845
621254,89343,11585
621312,10572,5991
621384,108827,7146
621474,251534,3098
621474,355994,15738
621474,417070,2357
621474,439424,6482
621474,65838,7411
621474,92361,8671
621588,30024,4663
621720,161613,16921
621720,32384,3670
621942,82229,7648
622025,404127,7940
622097,107352,14109
622097,2838,14109
622240,67329,3703
622280,415240,13750
622534,26634,8831
622704,222765,9745
622717,211418,1411
623233,166402,16412
623466,398445,5575
623540,101960,4744
623548,234390,5260
623685,445105,517
623908,448690,5004
624006,137189,4914
624072,280328,12075
624095,128185,14712
624124,181202,5931
624259,321706,4310
624782,235060,4351
624782,235060,5549
624786,143027,10554
624786,347383,10554
624926,120411,1668
625091,313714,6003
625275,288616,11941
625383,310622,14187
625399,325310,11139
625399,38965,3629
625653,271950,15006
625653,344071,15006
625653,360213,15006
625795,113641,16856
625795,118024,16350
625795,275344,16856
625795,305742,10961
625872,42540,13182
626013,318333,11261
626212,287972,9421
626237,114256,14054
626237,114256,14054
626237,126929,16953
626237,219427,6449
626261,335945,1555
626320,111912,14127
626440,218033,14430
626492,46938,3923
626807,105108,9234
626807,349047,10973
626837,367664,11277
626881,329049,17498
626903,137974,17334
627121,20623,1761
627293,27591,14657
627323,351975,4939
627358,73602,2102
627760,118914,14416
627868,326013,8142
627868,434397,8142
627932,300315,12666
627932,300315,15329
628240,213834,16684
628240,445351,16684
628257,337777,5864
628305,31933,9982
628309,234869,4465
628362,250072,12110
628536,282988,13520
628648,301602,137
628764,375150,8815
628771,167126,8123
628803,188944,1462
628857,461686,9818
629346,398134,10569
629346,466114,10569
629346,7943,10569
629386,150586,4577
629386,95356,4577
629422,234261,7795
629436,99093,8361
629576,118914,2431
629925,391917,16170
629938,136301,11695
630039,118894,13065
630073,232824,14995
630195,279316,4889
630195,279316,8829
630224,215233,1307
630627,303573,2090
630705,312728,10304
630746,98467,2670
630803,432184,11150
630841,287496,9388
630993,65273,8523
631078,441535,6803
631140,339464,14429
631154,340200,6127
631228,214723,16716
631251,319602,13200
631296,439875,6307
631750,406021,8287
631757,374759,13769
631946,416017,2551
632138,441852,7199
632358,47737,6498
632504,28620,9503
632538,438484,13395
632574,59910,15539
632714,461091,14005
632773,205049,8319
632951,320494,16665
633063,312728,9453
633063,402462,4601
633161,307201,1650
633161,361856,1650
633161,453697,1650
633177,372732,2430
633212,226016,15392
633626,387252,16797
633658,237935,9209
633718,196180,11734
633919,323290,1929
634017,384302,6762
634120,7943,10507
634183,196800,8833
634281,257146,10774
634300,96883,104
634352,450778,12640
634506,39601,16236
634736,21551,3169
634766,214519,11899
634766,424193,11899
634842,362191,2198
634973,94521,5316
635052,174882,8934
635351,119736,8611
635351,119736,8611
635357,293322,12761
635357,293322,17232
635436,43340,11864
635630,346501,10890
635650,399374,297
635667,159792,14431
635760,174426,17495
635778,448220,5244
635862,209593,15513
635862,324290,15513
635963,198903,10421
635987,160272,13609
635987,387652,13609
636149,412615,15136
636313,137352,2981
636313,218746,2981
636520,31678,16294
636529,333183,295
636539,52039,17576
636569,397638,11364
636710,109308,6925
636710,392583,6925
636918,46407,1996
637017,131385,12782
637017,200527,12782
637017,200527,12979
637017,77686,12782
637017,77686,12979
637017,92466,12979
637193,285412,50
637274,421085,14594
637285,249735,10581
637285,443829,10581
637412,228392,16908
637672,320130,1416
638272,15001,12073
638328,359632,16982
638441,50275,15527
638506,374092,8806
638573,321668,15821
638627,54765,7521
638723,195423,10920
638736,88985,5425
639061,132776,7127
639216,178358,3708
639300,64700,11180
639377,52888,13281
639450,129111,11265
639450,96375,5298
639529,436115,1370
639616,120822,7144
639724,30395,13140
639775,357474,15338
639780,246666,17300
639826,184419,13484
639828,241853,8953
639948,339578,9036
639964,360258,17497
640476,188169,2060
640754,145525,16742
640892,133224,1669
640892,133224,4217
640902,296968,14837
641020,121978,15350
641068,248718,17018
641077,167543,11885
641366,347113,16895
641557,219718,11844
641689,293767,14341
641790,441852,6146
641815,382885,7595
641943,444968,9274
642091,172113,13546
642091,172113,14134
642124,320130,9746
642130,10572,15543
642130,357529,15543
642130,461686,14170
642130,461686,15543
642233,424912,1862
642492,292444,9295
642505,48030,3537
642546,119979,1497
642546,350030,1497
642818,202671,12962
643004,448494,5892
643085,256473,17370
643195,398714,14543
643208,246532,10158
643208,445457,10158
643307,255689,1912
643357,48105,2407
643525,198376,13341
643535,276282,15717
643691,333867,4148
643768,110914,1780
643768,114572,1780
643768,135856,1780
643768,137189,1780
643768,175914,1780
643768,231514,1780
643768,287709,1780
643768,384157,1780
643771,278396,6169
643881,375450,9901
644031,26835,15174
644227,354832,4807
644346,306199,12229
644422,118448,10839
644422,126555,16703
644422,398489,10839
644422,404763,10839
644522,257773,16987
644845,372188,14646
644845,393064,6402
644887,128296,177
645326,7943,15944
645352,339881,13327
645352,36868,13327
645414,237422,8433
645507,425899,12491
645511,302863,4345
645525,103952,5274
645525,111896,16699
645525,119736,13509
645525,119736,15196
645525,119736,5030
645525,121680,449
645525,129774,9247
645525,131715,5576
645525,135323,14799
645525,137440,11006
645525,143310,10062
645525,152861,6177
645525,157981,5382
645525,165080,3918
645525,168411,923
645525,173313,16845
645525,175796,1636
645525,175907,449
645525,179714,5742
645525,181365,10342
645525,185167,12943
645525,185668,11216
645525,191768,14162
645525,192931,762
645525,19523,5423
645525,198171,3610
645525,199026,12442
645525,203915,12282
645525,203915,13736
645525,20740,5056
645525,213376,12183
645525,231810,14121
645525,236927,2762
645525,242905,17374
645525,248455,9517
645525,249016,12183
645525,25857,6546
645525,258856,10020
645525,262920,13807
645525,263245,12183
645525,276762,2287
645525,276762,4179
645525,276762,42
645525,277247,6342
645525,278012,8362
645525,279585,5354
645525,286293,11140
645525,293416,2762
645525,305520,15196
645525,306291,8362
645525,312610,16699
645525,312827,12183
645525,314801,16064
645525,316007,13612
645525,318117,5354
645525,323484,10558
645525,331027,3340
645525,334401,5735
645525,334959,8362
645525,338660,8021
645525,339901,5735
645525,352788,12551
645525,354881,17126
645525,355994,3320
645525,357650,12183
645525,361591,1163
645525,368488,12618
645525,37177,12183
645525,373665,6342
645525,377691,9938
645525,378045,16731
645525,397371,1982
645525,408933,11541
645525,411858,12183
645525,420160,7450
645525,420943,12943
645525,425310,16818
645525,428065,574
645525,43267,13407
645525,434116,11288
645525,438151,2952
645525,441385,105
645525,441697,9076
645525,442725,14162
645525,445447,4786
645525,45089,12943
645525,452664,7277
645525,454818,12450
645525,458178,1004
645525,462349,7228
645525,466464,8988
645525,50385,9440
645525,50671,17126
645525,546,12845
645525,55709,12393
645525,55709,7746
645525,57301,13214
645525,64011,574
645525,72958,12033
645525,73019,4158
645525,76426,3610
645525,79378,12772
645525,79378,6493
645525,86031,17311
645525,91168,3066
645525,95519,13225
645525,98835,13509
645600,278143,9472
645935,457849,3088
645935,457849,7715
645995,256619,11452
645995,378045,11452
646011,169109,13859
646011,266883,13859
646035,136553,16157
646154,138427,10521
646169,200505,5095
646172,28307,4896
646373,192413,12916
646402,399592,13480
646421,107519,2120
646421,282064,2120
646421,458919,2120
646468,423056,160
646494,176484,1964
646913,330305,14473
647011,351074,1722
647026,384647,8248
647026,417631,8248
647087,9877,5027
647183,34702,5500
647289,104793,6363
647294,124687,5766
647304,172282,11591
647330,280130,14211
647350,422671,15233
647428,285651,819
647863,54382,987
647891,243355,4884
647934,466319,12590
647987,397642,3387
648048,335088,11332
648048,461686,11332
648175,309821,11554
648463,390093,16109
648464,450930,9710
648603,184626,85
649003,11976,14086
649003,243097,14086
649003,297931,14086
649196,117889,17289
649387,120778,528
649387,174341,528
649448,441668,8792
649460,121377,1261
649499,374130,10057
649511,29196,11828
649946,107020,689
650028,454422,8194
650076,329766,2246
650108,137697,1759
650108,169034,17490
650108,178537,1759
650108,247698,7389
650108,408173,1759
650526,278830,10834
650547,378637,15179
650670,374962,2911
650738,285593,4796
650747,7943,1032
650815,95842,1566
650824,109994,6955
651173,317938,8811
651283,27812,11253
651334,36278,2999
651390,277055,5669
651553,123509,688
651630,259189,13869
651655,275294,3030
651655,453432,3030
651655,7642,3030
651768,129209,14260
651990,194180,11655
652361,67423,9334
652423,355325,2253
652566,250618,599
652700,257575,11596
652941,38543,7693
652968,38680,2377
653012,296769,3196
653076,441852,1817
653210,11663,14626
653759,203043,12863
653891,238447,15383
653971,233734,282
654002,318630,13107
654148,216305,11801
654292,393111,15462
654340,216329,8476
654496,364762,7123
654496,364762,8637
654573,167750,4445
654608,82586,1522
654715,396135,6082
654718,11532,13429
654838,129193,5206
654878,338435,8680
655092,220920,4309
655092,344848,16655
655092,98899,10066
655325,219319,10804
655336,461686,10099
655539,379660,9358
655713,372169,13386
655713,99254,13386
655854,415610,7332
655937,201594,6739
655964,110302,14650
655995,374996,10803
656029,335101,17299
656253,56100,14635
656350,294210,5341
656602,437900,17267
656771,196629,2234
656837,162536,131
656967,109327,7597
656967,13001,7597
656967,206172,7597
656967,334763,7597
656967,347223,7597
656967,78216,7597
657096,334401,8775
657096,403617,8775
657293,254196,10879
657293,49392,10879
657378,2785,12910
657378,92493,11357
657394,281211,9214
657414,313857,144
657414,66424,16668
657508,277490,7169
657556,24871,1094
657617,28051,8994
657631,280946,1692
657633,414599,11587
658138,8724,10324
658171,19269,13577
658278,216508,12759
658278,422905,12759
658299,440892,2876
658473,243980,11462
658609,193272,894
658611,114137,3349
658611,193745,3349
658611,19673,3349
658611,49040,3349
658626,222069,10239
659024,245085,10292
659293,201850,6315
659301,78144,16499
660033,49692,7738
660393,224549,10528
660393,224549,10735
660393,224549,14051
660393,224549,4606
660393,224549,8669
660393,322424,12348
660393,398141,10518
660620,104116,14445
660620,377960,14445
660673,372313,5390
660677,39673,14728
660789,42641,15925
660893,119639,5676
660952,199874,16
661096,3244,13174
661164,382885,13764
661164,382885,7875
661290,253273,14202
661382,112831,7183
661580,276324,12347
661580,55120,12347
661619,340578,11218
661719,128992,10135
661719,214183,10135
661809,190534,15761
661931,103776,15567
661931,145730,15107
662024,460219,2394
662041,391189,10504
662257,239719,11906
662462,232712,9633
662475,1590,4741
662475,65719,4741
662500,399192,4166
662735,445109,4189
662900,138557,9219
663166,312728,5705
663210,409804,11329
663372,357318,8290
663411,418609,6153
663616,344664,13732
663861,44582,15181
663983,368074,8347
664127,167918,17303
664130,127567,14328
664310,124814,11871
664424,187842,6968
664551,100193,9720
664551,193518,9720
664551,295449,9720
664551,358383,9720
664682,324963,15039
664682,429464,15039
664689,228690,756
664721,146303,10004
664721,186673,10004
664721,222082,10004
664721,329857,10004
664721,450020,10004
664721,48968,10004
664735,369040,12955
664763,216266,12805
664763,239188,12805
664763,244908,12805
664763,308648,12805
664763,366734,12805
664763,68704,12805
664829,238865,4740
664846,283903,3328
665150,357318,11546
665308,185994,14514
665308,342538,7680
665308,86191,7680
665788,197621,6051
666046,394217,6591
666056,363210,1096
666162,153666,17426
666163,66780,5653
666168,304685,6453
666335,332721,2028
666443,144150,7260
666500,242976,8600
666517,71779,13990
666594,458608,8958
666897,321521,1816
666908,12885,14573
666960,89977,17118
667085,285055,12682
667148,224832,4852
667217,255708,13043
667420,337512,6272
667559,428257,389
667565,79823,12833
667569,218170,175
667569,218170,5361
667707,458637,8638
667873,435167,14827
668226,114514,2273
668226,146297,2273
668227,222888,15101
668227,432504,11809
668251,236143,1048
668288,323326,15147
668288,329206,15147
668489,213356,7834
668637,221329,1336
668775,3563,11345
668937,38965,2191
669299,114763,12244
669387,255812,15614
669744,104540,1342
669949,161772,14864
669949,370805,14864
669949,427431,14864
669974,24219,6110
669989,698,4776
669994,436549,10349
670011,3675,9149
670220,275469,9118
670220,349802,13542
670282,272152,11128
670282,29167,11128
670307,174489,16325
670551,259078,15646
670832,86951,173
671272,97661,3909
671304,55911,9651
671481,367102,16653
671597,385475,5093
671723,381947,2804
671765,228644,7384
671906,362819,1042
671926,346213,15457
671934,190732,8718
672066,243343,5942
672120,361976,7695
672120,394005,7695
672217,158912,8532
672218,158912,11358
672218,171878,11358
672218,431632,11358
672218,461686,11358
672339,287647,1990
672404,305997,4479
672630,256721,5320
672725,78386,2792
672767,431918,5450
672785,213834,3660
672785,284463,3660
672785,421606,3660
672855,331937,17207
672855,354881,17207
672896,461686,713
673007,217003,14823
673028,82278,2261
673138,143490,87
673138,205128,5426
673138,72273,5426
673138,72273,87
673291,373725,910
673331,226378,1844
673557,384213,6430
673572,181527,12769
673572,273878,13629
673572,315937,10429
673572,352441,9753
673572,428554,16783
673572,61273,2236
673572,64951,17591
673618,89143,10089
673776,432011,16383
673841,17478,2167
673913,335331,4576
673919,429304,16256
673950,461686,15719
674067,20633,14128
674067,440473,14128
674207,58638,14861
674233,268883,3601
674240,461686,9068
674283,119639,9559
674356,411280,336
674830,264521,15213
674837,47043,13826
675006,372188,4112
675039,312499,5828
675069,86777,4801
675209,189265,12308
675230,359586,14944
675313,218487,7257
675368,311464,10848
675619,3927,1710
675646,219435,11230
675646,418874,11230
675725,49384,13451
675843,140201,12435
675843,304979,12435
675843,35221,12435
676349,447860,10667
676455,447661,12560
676455,447661,4680
676464,451024,5038
676700,182880,14691
676700,187138,14691
676700,256146,14691
676700,328467,14691
676713,390984,12600
676722,152398,3364
676722,186994,3364
676735,29712,10650
676919,146849,15162
676919,146849,5322
676919,277247,15162
676919,89323,15162
676990,283386,10963
676990,394099,10963
676990,396526,10963
676990,415884,10963
676997,247785,14064
676997,379520,14064
676997,432171,14064
677046,407608,12734
677255,294438,15607
677255,294438,15607
677255,294438,15607
677255,294438,4411
677274,398883,15749
677299,190463,3304
677299,83730,10718
677299,83730,1292
677318,343151,10377
677318,360790,17624
677329,21163,4953
677571,276096,12088
677623,461686,13929
677721,36810,5768
677741,291217,3338
677771,202825,15628
678230,29196,16165
678935,546,6401
678937,297765,10583
678937,330469,10583
678937,444190,10583
678948,102471,11274
679084,137005,14450
679201,13280,5677
679201,280171,5677
679201,82687,5677
679422,198209,13655
679473,217605,6467
679711,111572,6832
679892,309557,15236
680026,34695,4906
680221,396791,2076
680400,419371,12309
680488,99675,14265
680552,233974,9847
680552,284045,1345
680669,312728,497
680820,263245,16875
680858,202171,5348
680858,35357,5348
680865,410143,16182
681101,58732,16558
681196,122734,2728
681196,122734,9964
681231,214187,678
681283,301379,9268
681486,155728,11761
681489,321385,3409
681609,116624,10027
681733,89641,619
682031,249460,8660
682031,269192,8660
682031,357188,8660
682031,435624,8660
682031,442504,8660
682031,67115,4981
682031,67115,8660
682067,200035,11235
682067,72422,11235
682448,303167,16181
682501,17478,11766
682534,343267,11701
682715,190000,4022
683069,8096,12466
683086,152627,8050
683140,83825,11272
683211,227318,11519
683255,12217,4701
683346,144635,8336
683548,335331,14141
683597,389135,4649
683598,372581,13403
683628,394754,11717
683706,132683,6593
683796,105187,661
683796,332531,661
683901,130221,12089
683901,208939,12089
683901,266553,12089
683901,297765,12089
683901,444190,12089
683914,284394,5185
684000,67013,10573
684072,461686,2396
684128,222465,1562
684153,370064,17307
684190,442365,1939
684213,326213,6256
684213,61875,6256
684514,102802,13960
684514,103156,14329
684514,109317,5869
684514,116481,9953
684514,116624,12801
684514,118752,13976
684514,119736,12655
684514,119736,4052
684514,12217,4767
684514,123541,15612
684514,125318,12250
684514,129490,6224
684514,134118,11819
684514,136553,16976
684514,136724,247
684514,138427,15437
684514,138827,12620
684514,140527,15612
684514,142510,15137
684514,144704,2382
684514,148855,9530
684514,149110,7728
684514,14932,13850
684514,149458,4137
684514,154553,190
684514,155548,11582
684514,167126,1041
684514,169571,4286
684514,175560,2823
684514,176547,12789
684514,17766,13966
684514,182086,10506
684514,184488,5013
684514,184799,6991
684514,18726,16063
684514,187934,111
684514,187992,15354
684514,190000,4846
684514,192138,2630
684514,197422,1093
684514,199233,7143
684514,200370,13528
684514,204057,1653
684514,204209,7303
684514,206241,8393
684514,210087,3619
684514,212652,12418
684514,216508,11700
684514,222196,1452
684514,224832,10387
684514,227053,2789
684514,22926,10387
684514,231655,10612
684514,234255,6032
684514,234294,254
684514,234887,3949
684514,237019,12139
684514,239608,14754
684514,243980,5632
684514,244525,13960
684514,249079,13960
684514,251381,17589
684514,254325,782
684514,255725,11497
684514,257200,4052
684514,257575,4038
684514,259078,9324
684514,259467,5611
684514,260957,11248
684514,262098,11879
684514,264829,2541
684514,265113,8583
684514,26634,1687
684514,27537,14757
684514,275692,13960
684514,284648,13589
684514,287356,4651
684514,290999,10387
684514,290999,4276
684514,292271,8713
684514,292444,383
684514,293053,15564
684514,29683,7573
684514,29940,12301
684514,30024,8461
684514,30089,16308
684514,301462,13740
684514,301721,11497
684514,303833,12030
684514,306505,2789
684514,317376,14671
684514,318106,10425
684514,319855,11753
684514,319992,12655
684514,324290,8513
684514,328631,15367
684514,330840,13150
684514,330889,14903
684514,333140,14531
684514,334094,2937
684514,335938,11784
684514,33877,10333
684514,342264,12301
684514,348677,943
684514,355424,1715
684514,359949,5672
684514,360378,13528
684514,36117,943
684514,361748,10908
684514,364262,10908
684514,368260,1400
684514,368700,9031
684514,368841,17465
684514,368841,3276
684514,371008,8483
684514,371756,3102
684514,37589,10870
684514,382288,5526
684514,38965,12858
684514,390966,2946
684514,391289,167
684514,396185,4342
684514,396378,5063
684514,397692,7056
684514,398899,13960
684514,399192,1950
684514,399983,9031
684514,400376,4137
684514,40140,9707
684514,406543,5194
684514,408218,2939
684514,410951,3208
684514,412041,5047
684514,412981,17015
684514,414654,14825
684514,416017,15744
684514,417059,4275
684514,420960,8365
684514,42145,13537
684514,424506,11690
684514,427147,10449
684514,428393,3208
684514,429707,16555
684514,432478,11070
684514,43404,5239
684514,436549,2268
684514,437371,6335
684514,440912,14498
684514,44137,17520
684514,441668,17325
684514,441966,1025
684514,442837,6600
684514,443506,15401
684514,444363,7056
684514,445776,5440
684514,44582,12335
684514,446934,8312
684514,448494,1950
684514,450156,10908
684514,450726,4146
684514,451335,4171
684514,453564,10198
684514,453564,5063
684514,453564,7303
684514,455010,8299
684514,457045,6216
684514,458575,1954
684514,458919,9820
684514,459546,1715
684514,459990,4765
684514,465019,13234
684514,465511,15612
684514,50745,12963
684514,52733,2248
684514,60980,1383
684514,61818,15844
684514,62549,642
684514,6990,16542
684514,73297,154
684514,73894,4137
684514,73917,2392
684514,74025,1380
684514,76428,7732
684514,76615,3137
684514,78496,3497
684514,80196,6917
684514,86633,10761
684514,93650,12438
684514,94437,12030
684531,233128,12709
684531,443030,12709
684679,19883,12487
684791,416017,1072
684873,101652,106
684873,210002,106
684976,1377,1693
685025,465227,7917
685118,22493,3698
685118,264476,3698
685118,286268,3698
685143,343037,14828
685444,235971,13544
685502,460607,1108
685520,348099,4453
685630,314789,17488
685665,34250,10517
686012,119736,5835
686012,119736,596
686012,141755,15921
686012,152120,4329
686012,15938,16780
686012,188227,15795
686012,188228,14277
686012,215363,11833
686012,244717,3947
686012,288340,596
686012,289858,14359
686012,321293,9483
686012,337327,1598
686012,337327,3413
686012,368403,13268
686012,396853,5835
686012,408203,1598
686012,417594,213
686012,46938,16050
686012,49029,7791
686012,69533,7302
686012,75509,9529
686039,23250,12042
686039,242007,12042
686039,77539,12042
686211,83882,8917
686253,316472,12736
686262,213954,2300
686854,115213,5891
686854,163890,4135
686854,170262,4135
686854,19278,8460
686854,257200,8460
686854,290819,8396
686854,335536,4135
686854,384212,415
686854,395952,5891
686854,395952,8396
686854,395952,8825
686854,414171,16714
686854,466443,4135
686854,56762,8396
686854,56762,8825
686854,76121,5891
686854,76121,8396
686854,76121,8825
686896,89379,6612
686940,180896,7161
686940,65437,4597
687602,373380,17353
687602,449391,17353
687602,54698,17353
687602,78268,17353
687775,402527,3742
687775,414571,3742
687940,324167,9865
688234,357474,403
688237,388097,17117
688314,166327,1569
688314,166327,97
688563,454784,1747
688645,327797,11644
688825,109025,10300
688840,80858,16042
688912,138290,16054
688912,362969,16054
689091,329857,985
689115,176492,11782
689115,233517,11782
689115,336319,11782
689209,358986,13345
689266,9877,2808
689290,270082,17487
689522,19523,2872
689605,38862,9125
689611,455804,8341
689640,288249,11042
690114,358385,6426
690130,352931,5635
690336,416530,3092
690443,445105,16125
690787,37029,11092
690929,179932,6031
690929,179932,9570
691013,224355,5692
691013,374784,4720
691215,192847,13092
691215,192847,490
691268,352705,9071
691766,417008,1466
691766,8611,1466
691958,408504,16657
692199,368037,12233
692368,46156,13202
692368,46156,16722
692368,46156,9482
692447,265113,14974
692653,15157,9436
692653,302329,9436
692676,448601,9574
692959,65719,3704
693104,207749,16627
693398,54376,16637
693400,421063,8843
693528,109470,11812
693528,162722,11812
693528,226695,11812
693528,363156,11812
693528,400078,11812
693528,5942,11812
693591,459475,9103
693648,190172,12458
693648,63212,12458
693672,71684,10629
693688,11316,4947
693709,111473,6353
693709,18841,15922
693709,220191,14346
